admin,year,forest loss by admin,conflict event id,event type,subevent type,actor1,assoc_actor_1,actor2,assoc_actor_2,latitude,longitude,fatalities
Baja California,2015,235.39254738650945,,,,,,,,,,
Campeche,2015,41312.40129031874,,,,,,,,,,
Chiapas,2015,32091.30204882616,,,,,,,,,,
Chihuahua,2015,216.1706165563292,,,,,,,,,,
Coahuila de Zaragoza,2015,58.09347341198678,,,,,,,,,,
Colima,2015,253.2077068853939,,,,,,,,,,
Ciudad de Mexico,2015,0.6546516352756075,,,,,,,,,,
Durango,2015,742.5478670292806,,,,,,,,,,
Guanajuato,2015,18.583291291816405,,,,,,,,,,
Guerrero,2015,7756.3958154952,,,,,,,,,,
Hidalgo,2015,1791.5085700000636,,,,,,,,,,
Jalisco,2015,2225.9190255244716,,,,,,,,,,
Michoacan de Ocampo,2015,5135.89431760155,,,,,,,,,,
Morelos,2015,17.420697006712242,,,,,,,,,,
Estado de Mexico,2015,219.5330926349956,,,,,,,,,,
Nayarit,2015,1411.2644116788936,,,,,,,,,,
Nuevo Leon,2015,979.9266058617384,,,,,,,,,,
Oaxaca,2015,13858.686564721933,,,,,,,,,,
Puebla,2015,3026.59353117014,,,,,,,,,,
Queretaro,2015,29.673232470119355,,,,,,,,,,
Quintana Roo,2015,37303.26813338589,,,,,,,,,,
San Luis Potosi,2015,2099.856192294911,,,,,,,,,,
Sinaloa,2015,966.3780331598232,,,,,,,,,,
Sonora,2015,41.16708092432944,,,,,,,,,,
Tabasco,2015,7272.5762803962225,,,,,,,,,,
Tamaulipas,2015,2193.736027392378,,,,,,,,,,
Tlaxcala,2015,21.76569651778103,,,,,,,,,,
Veracruz,2015,16834.19111059801,,,,,,,,,,
Yucatan,2015,19535.98339920763,,,,,,,,,,
Zacatecas,2015,0.789444479140625,,,,,,,,,,
Baja California,2016,31.568308227862417,,,,,,,,,,
Campeche,2016,56423.868244469726,,,,,,,,,,
Chiapas,2016,68235.51498191437,,,,,,,,,,
Chihuahua,2016,1179.573272659628,,,,,,,,,,
Coahuila de Zaragoza,2016,71.46024912344942,,,,,,,,,,
Colima,2016,405.78867818178503,,,,,,,,,,
Ciudad de Mexico,2016,5.312085558606771,,,,,,,,,,
Durango,2016,1121.7253210882805,,,,,,,,,,
Guanajuato,2016,33.223546058459206,,,,,,,,,,
Guerrero,2016,10348.462862272641,,,,,,,,,,
Hidalgo,2016,3114.209739837888,,,,,,,,,,
Jalisco,2016,3746.2420718400977,,,,,,,,,,
Michoacan de Ocampo,2016,7390.552432480086,,,,,,,,,,
Morelos,2016,27.556774434614795,,,,,,,,,,
Estado de Mexico,2016,443.8142782316025,,,,,,,,,,
Nayarit,2016,1563.0734199794704,,,,,,,,,,
Nuevo Leon,2016,1615.356986514858,,,,,,,,,,
Oaxaca,2016,26191.392276012022,,,,,,,,,,
Puebla,2016,4943.850715950664,,,,,,,,,,
Queretaro,2016,170.67796593999472,,,,,,,,,,
Quintana Roo,2016,18124.090132011075,,,,,,,,,,
San Luis Potosi,2016,3418.5145854490265,,,,,,,,,,
Sinaloa,2016,1491.7410448207117,,,,,,,,,,
Sonora,2016,90.91837017375869,,,,,,,,,,
Tabasco,2016,10895.912505318933,,,,,,,,,,
Tamaulipas,2016,4826.980070850224,,,,,,,,,,
Tlaxcala,2016,15.320107840700953,,,,,,,,,,
Veracruz,2016,23843.76046492268,,,,,,,,,,
Yucatan,2016,24411.62064666678,,,,,,,,,,
Zacatecas,2016,0.4999206912402344,,,,,,,,,,
Aguascalientes,2017,0.071586446,,,,,,,,,,
Baja California,2017,320.4747971647856,,,,,,,,,,
Campeche,2017,70695.70360988035,,,,,,,,,,
Chiapas,2017,50759.164313700574,,,,,,,,,,
Chihuahua,2017,1989.9869481346193,,,,,,,,,,
Coahuila de Zaragoza,2017,42.507775596765406,,,,,,,,,,
Colima,2017,452.7209037657517,,,,,,,,,,
Ciudad de Mexico,2017,1.9646893576443143,,,,,,,,,,
Durango,2017,1396.9980341882033,,,,,,,,,,
Guanajuato,2017,36.30951639441514,,,,,,,,,,
Guerrero,2017,8180.658414558725,,,,,,,,,,
Hidalgo,2017,3491.3506725623038,,,,,,,,,,
Jalisco,2017,4202.929831804155,,,,,,,,,,
Michoacan de Ocampo,2017,5925.523779983016,,,,,,,,,,
Morelos,2017,51.596913647606335,,,,,,,,,,
Estado de Mexico,2017,622.7991663697538,,,,,,,,,,
Nayarit,2017,1906.8996818575904,,,,,,,,,,
Nuevo Leon,2017,1621.3786411556318,,,,,,,,,,
Oaxaca,2017,30964.289349757044,,,,,,,,,,
Puebla,2017,4054.9411197271047,,,,,,,,,,
Queretaro,2017,104.08266942757922,,,,,,,,,,
Quintana Roo,2017,35511.37034974582,,,,,,,,,,
San Luis Potosi,2017,4856.515263918891,,,,,,,,,,
Sinaloa,2017,837.9002854125565,,,,,,,,,,
Sonora,2017,681.0891210528804,,,,,,,,,,
Tabasco,2017,13946.278448018784,,,,,,,,,,
Tamaulipas,2017,5822.830794636537,,,,,,,,,,
Tlaxcala,2017,50.29594372161135,,,,,,,,,,
Veracruz,2017,25015.58061104373,,,,,,,,,,
Yucatan,2017,25242.252405194336,,,,,,,,,,
Zacatecas,2017,1.0724212394357642,,,,,,,,,,
Baja California,2018,1035.1329422338654,MEX38974,Battles,Armed clash,Sinaloa Cartel,,Police Forces of Mexico (2018-),,32.5325,-117.019,3.0
Baja California,2018,1035.1329422338654,MEX38973,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2018-),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX38918,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2018-),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX38820,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2018-),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX38766,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2018-),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX38721,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2018-) State Police,,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX38506,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2018-),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX38278,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,1.0
Baja California,2018,1035.1329422338654,MEX37599,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX37522,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),,31.0684,-116.2067,0.0
Baja California,2018,1035.1329422338654,MEX37525,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX37523,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX36230,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX36154,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,32.5325,-117.019,1.0
Baja California,2018,1035.1329422338654,MEX36022,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Gang (Mexico),CJNG: Jalisco New Generation Cartel,32.5325,-117.019,1.0
Baja California,2018,1035.1329422338654,MEX35897,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX35761,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX35662,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,1.0
Baja California,2018,1035.1329422338654,MEX35634,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX35236,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,Police Forces of the United States (2017-2021) Customs and Border Protection,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX35207,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),,32.6412,-115.476,0.0
Baja California,2018,1035.1329422338654,MEX35060,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),Police Forces of Mexico (2012-2018) State Police,32.5325,-117.019,4.0
Baja California,2018,1035.1329422338654,MEX34777,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,32.5727,-116.6266,1.0
Baja California,2018,1035.1329422338654,MEX34776,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,31.8089,-116.5951,1.0
Baja California,2018,1035.1329422338654,MEX33653,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,1.0
Baja California,2018,1035.1329422338654,MEX33090,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,31.8089,-116.5951,1.0
Baja California,2018,1035.1329422338654,MEX32587,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,32.5727,-116.6266,0.0
Baja California,2018,1035.1329422338654,MEX32266,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,1.0
Baja California,2018,1035.1329422338654,MEX32152,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) State Police,,32.6412,-115.476,0.0
Baja California,2018,1035.1329422338654,MEX26338,Battles,Armed clash,Unidentified Gang (Mexico),,Los 18 Gang,,32.5325,-117.019,1.0
Baja California,2018,1035.1329422338654,MEX30841,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,31.8089,-116.5951,0.0
Baja California,2018,1035.1329422338654,MEX30537,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX30020,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Federal Police,,32.5325,-117.019,1.0
Baja California,2018,1035.1329422338654,MEX29974,Battles,Armed clash,Unidentified Gang (Mexico),,Unidentified Gang (Mexico),,32.5325,-117.019,1.0
Baja California,2018,1035.1329422338654,MEX29973,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,32.5325,-117.019,1.0
Baja California,2018,1035.1329422338654,MEX29875,Battles,Armed clash,Unidentified Gang (Mexico),,Military Forces of Mexico (2012-2018),,32.5727,-116.6266,0.0
Baja California,2018,1035.1329422338654,MEX29797,Battles,Armed clash,Unidentified Armed Group (Mexico),,Military Forces of Mexico (2012-2018),,32.5093,-116.297,0.0
Baja California,2018,1035.1329422338654,MEX29689,Battles,Armed clash,Unidentified Armed Group (Mexico),,CJNG: Jalisco New Generation Cartel,,32.5727,-116.6266,1.0
Baja California,2018,1035.1329422338654,MEX29481,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,31.8089,-116.5951,0.0
Baja California,2018,1035.1329422338654,MEX29153,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),,31.9101,-116.2723,1.0
Baja California,2018,1035.1329422338654,MEX28965,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX28170,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX28058,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,31.8089,-116.5951,1.0
Baja California,2018,1035.1329422338654,MEX27808,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,31.8089,-116.5951,1.0
Baja California,2018,1035.1329422338654,MEX27313,Battles,Armed clash,CTNG: Tijuana New Generation Cartel,,Unidentified Gang (Mexico),,32.5325,-117.019,1.0
Baja California,2018,1035.1329422338654,MEX27277,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,31.8089,-116.5951,0.0
Baja California,2018,1035.1329422338654,MEX26247,Battles,Armed clash,Sinaloa Cartel,,Sinaloa Cartel,,32.5325,-117.019,3.0
Baja California,2018,1035.1329422338654,MEX27048,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX27026,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,32.5325,-117.019,0.0
Baja California,2018,1035.1329422338654,MEX26989,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,30.5626,-115.9433,1.0
Baja California,2018,1035.1329422338654,MEX26726,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,32.5325,-117.019,4.0
Baja California Sur,2018,,MEX35394,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,23.0616,-109.6947,0.0
Baja California Sur,2018,,MEX31551,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,22.8908,-109.9123,1.0
Baja California Sur,2018,,MEX30420,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) Federal Police,Military Forces of Mexico (2012-2018),24.1487,-110.307,0.0
Baja California Sur,2018,,MEX29876,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,24.1487,-110.307,0.0
Baja California Sur,2018,,MEX27596,Battles,Armed clash,Unidentified Armed Group (Mexico),Police Forces of Mexico (2012-2018) State Police; Police Forces of Mexico (2012-2018) Ministerial Federal Police,Military Forces of Mexico (2012-2018),Police Forces of Mexico (2012-2018) State Police; Police Forces of Mexico (2012-2018) Ministerial Federal Police,24.1487,-110.307,0.0
Baja California Sur,2018,,MEX27531,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),,24.1487,-110.307,0.0
Baja California Sur,2018,,MEX27532,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Federal Police,Police Forces of Mexico (2012-2018) State Police,24.1487,-110.307,0.0
Baja California Sur,2018,,MEX26882,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Prison Guards,,24.1487,-110.307,1.0
Baja California Sur,2018,,MEX26859,Battles,Armed clash,Unidentified Gang (Mexico),,Military Forces of Mexico (2012-2018),,23.0616,-109.6947,7.0
Baja California Sur,2018,,MEX26821,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,23.0616,-109.6947,7.0
Baja California Sur,2018,,MEX26766,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,24.1487,-110.307,1.0
Baja California Sur,2018,,MEX26765,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,25.0321,-111.6625,1.0
Campeche,2018,40340.44388829944,MEX37495,Battles,Armed clash,Unidentified Armed Group (Mexico),,Gulf Cartel,,19.8448,-90.5396,1.0
Campeche,2018,40340.44388829944,MEX37057,Battles,Armed clash,Unidentified Gang (Mexico),,Unidentified Gang (Mexico),,18.6378,-91.8365,1.0
Campeche,2018,40340.44388829944,MEX32114,Battles,Armed clash,Unidentified Gang (Mexico),,Unidentified Gang (Mexico),,18.5024,-89.3952,1.0
Campeche,2018,40340.44388829944,MEX31112,Battles,Armed clash,Los Chirra Gang,,Los Platanitos Gang,,18.623,-92.2911,0.0
Campeche,2018,40340.44388829944,MEX28573,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,Police Forces of Mexico (2012-2018) State Police,19.3474,-90.7203,1.0
Campeche,2018,40340.44388829944,MEX28173,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,19.9649,-90.2262,0.0
Chiapas,2018,54197.194765797794,MEX39346,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,16.7874,-92.6899,0.0
Chiapas,2018,54197.194765797794,MEX39307,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2018-),,15.6602,-92.1411,0.0
Chiapas,2018,54197.194765797794,MEX37921,Battles,Armed clash,Los Zetas,,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,14.9111,-92.2643,1.0
Chiapas,2018,54197.194765797794,MEX37298,Battles,Armed clash,Unidentified Armed Group (Honduras),,Police Forces of Mexico (2012-2018) Federal Police,,14.74,-92.1711,0.0
Chiapas,2018,54197.194765797794,MEX35635,Battles,Armed clash,El Pinar Communal Militia (Mexico),,El Cipresal Communal Militia (Mexico),,16.737,-92.6376,1.0
Chiapas,2018,54197.194765797794,MEX33917,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,16.1396,-90.8659,1.0
Chiapas,2018,54197.194765797794,MEX31463,Battles,Armed clash,Maya Indigenous Militia (Mexico),,Maya Indigenous Militia (Mexico),,16.8943,-92.6261,2.0
Chiapas,2018,54197.194765797794,MEX27488,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,16.3396,-92.5651,0.0
Chihuahua,2018,4741.333769572027,MEX38922,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2018-),,31.7465,-106.485,3.0
Chihuahua,2018,4741.333769572027,MEX38253,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,28.6368,-106.0763,0.0
Chihuahua,2018,4741.333769572027,MEX38068,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) State Police,,28.6368,-106.0763,1.0
Chihuahua,2018,4741.333769572027,MEX37997,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,28.6368,-106.0763,0.0
Chihuahua,2018,4741.333769572027,MEX37778,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,28.0363,-106.147,0.0
Chihuahua,2018,4741.333769572027,MEX37644,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) Federal Police,,27.9744,-107.6025,0.0
Chihuahua,2018,4741.333769572027,MEX37563,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,31.7465,-106.485,0.0
Chihuahua,2018,4741.333769572027,MEX37528,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) State Police,,28.6368,-106.0763,1.0
Chihuahua,2018,4741.333769572027,MEX37467,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),,28.6368,-106.0763,0.0
Chihuahua,2018,4741.333769572027,MEX37440,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Gang (Mexico),,27.9165,-107.0568,0.0
Chihuahua,2018,4741.333769572027,MEX37171,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,Police Forces of Mexico (2012-2018) Ministerial Federal Police,31.7465,-106.485,0.0
Chihuahua,2018,4741.333769572027,MEX37138,Battles,Armed clash,La Linea Gang,,Police Forces of Mexico (2012-2018),,31.7465,-106.485,0.0
Chihuahua,2018,4741.333769572027,MEX37059,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,31.7465,-106.485,0.0
Chihuahua,2018,4741.333769572027,MEX36974,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,31.7465,-106.485,0.0
Chihuahua,2018,4741.333769572027,MEX36935,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,31.7465,-106.485,0.0
Chihuahua,2018,4741.333769572027,MEX36894,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,28.4063,-106.866,0.0
Chihuahua,2018,4741.333769572027,MEX36895,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,31.7465,-106.485,1.0
Chihuahua,2018,4741.333769572027,MEX36849,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,31.7465,-106.485,0.0
Chihuahua,2018,4741.333769572027,MEX36848,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,31.7465,-106.485,0.0
Chihuahua,2018,4741.333769572027,MEX36847,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,28.6368,-106.0763,0.0
Chihuahua,2018,4741.333769572027,MEX36813,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,31.7465,-106.485,0.0
Chihuahua,2018,4741.333769572027,MEX36812,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,31.7465,-106.485,0.0
Chihuahua,2018,4741.333769572027,MEX36732,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,29.6432,-107.7642,5.0
Chihuahua,2018,4741.333769572027,MEX36445,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,28.6368,-106.0763,0.0
Chihuahua,2018,4741.333769572027,MEX36238,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,28.6368,-106.0763,1.0
Chihuahua,2018,4741.333769572027,MEX36099,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,28.6368,-106.0763,0.0
Chihuahua,2018,4741.333769572027,MEX36100,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,31.7465,-106.485,4.0
Chihuahua,2018,4741.333769572027,MEX35530,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,31.7465,-106.485,1.0
Chihuahua,2018,4741.333769572027,MEX35428,Battles,Armed clash,La Linea Gang,,Police Forces of Mexico (2012-2018) State Police,,27.8407,-107.5893,0.0
Chihuahua,2018,4741.333769572027,MEX35259,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) State Police,,28.193,-108.3689,0.0
Chihuahua,2018,4741.333769572027,MEX35128,Battles,Armed clash,La Linea Gang,,Police Forces of Mexico (2012-2018),,27.8407,-107.5893,4.0
Chihuahua,2018,4741.333769572027,MEX35067,Battles,Armed clash,Unidentified Armed Group (Mexico),,Los Aztecas Gang,,31.7465,-106.485,1.0
Chihuahua,2018,4741.333769572027,MEX34290,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,28.6368,-106.0763,1.0
Chihuahua,2018,4741.333769572027,MEX34153,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Gang (Mexico),,31.7465,-106.485,1.0
Chihuahua,2018,4741.333769572027,MEX34033,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,28.6368,-106.0763,1.0
Chihuahua,2018,4741.333769572027,MEX34034,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,31.7465,-106.485,1.0
Chihuahua,2018,4741.333769572027,MEX26386,Battles,Armed clash,El Tigre Cartel,,Police Forces of Mexico (2012-2018) Federal Police,,27.9165,-107.0568,1.0
Chihuahua,2018,4741.333769572027,MEX33990,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,28.6368,-106.0763,1.0
Chihuahua,2018,4741.333769572027,MEX33991,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,31.7465,-106.485,1.0
Chihuahua,2018,4741.333769572027,MEX33939,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018),,28.6368,-106.0763,0.0
Chihuahua,2018,4741.333769572027,MEX26384,Battles,Armed clash,La Linea Gang,,Los Aztecas Gang,,31.7465,-106.485,11.0
Chihuahua,2018,4741.333769572027,MEX33708,Battles,Armed clash,Huachicoleros (Mexico),,Huachicoleros (Mexico),,27.956,-106.1072,5.0
Chihuahua,2018,4741.333769572027,MEX33387,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Federal Police,,30.1842,-108.3272,2.0
Chihuahua,2018,4741.333769572027,MEX33244,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,31.7465,-106.485,2.0
Chihuahua,2018,4741.333769572027,MEX33212,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,31.7465,-106.485,0.0
Chihuahua,2018,4741.333769572027,MEX33211,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) State Police,,28.6368,-106.0763,1.0
Chihuahua,2018,4741.333769572027,MEX33156,Battles,Armed clash,Unidentified Gang (Mexico),,Police Forces of Mexico (2012-2018) Federal Police,,28.4063,-106.866,2.0
Chihuahua,2018,4741.333769572027,MEX26368,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Federal Police,,28.7491,-106.907,2.0
Chihuahua,2018,4741.333769572027,MEX32912,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),Government of Mexico (2012-2018),28.6368,-106.0763,2.0
Chihuahua,2018,4741.333769572027,MEX32800,Battles,Armed clash,Unidentified Armed Group (Mexico),,Sinaloa Cartel,,28.6368,-106.0763,1.0
Chihuahua,2018,4741.333769572027,MEX32765,Battles,Armed clash,Unidentified Gang (Mexico),,Unidentified Gang (Mexico),,28.6368,-106.0763,1.0
Chihuahua,2018,4741.333769572027,MEX32684,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,28.595,-105.8868,0.0
Chihuahua,2018,4741.333769572027,MEX32384,Battles,Armed clash,Los Aztecas Gang,,La Linea Gang,,31.7465,-106.485,15.0
Chihuahua,2018,4741.333769572027,MEX32308,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018),,31.7465,-106.485,1.0
Chihuahua,2018,4741.333769572027,MEX31781,Battles,Armed clash,Unidentified Armed Group (Mexico),,Unidentified Armed Group (Mexico),,27.1305,-104.923,0.0
Chihuahua,2018,4741.333769572027,MEX26341,Battles,Armed clash,Unidentified Armed Group (Mexico),,Police Forces of Mexico (2012-2018) Ministerial Federal Police,,31.7465,-106.485,1.0
Chihuahua,2018,4741.333769572027,MEX31611,Battles,Armed clash,Sinaloa Cartel,,Police Forces of Mexico (2012-2018) State Police,,27.753,-107.6344,3.0
